Rebalance Date,Next Date,Top Stocks,Gross Return %,Net Return %,Portfolio Value
2023-03-31,2023-04-30,"['KIRLOSENG.NS', 'PERSISTENT.NS', 'ZENTEC.NS', 'JINDALSAW.NS', 'ZENSARTECH.NS', 'INDIANB.NS', 'OIL.NS', 'NCC.NS', 'ONGC.NS', 'GPPL.NS', 'RECLTD.NS', 'ACE.NS', 'TITAGARH.NS', 'CUMMINSIND.NS', 'RVNL.NS', 'TECHNOE.NS', 'NEULANDLAB.NS', 'IRCON.NS', 'ABCAPITAL.NS', 'BANKBARODA.NS', 'TRITURBINE.NS', 'PNB.NS', 'PNBHOUSING.NS', 'USHAMART.NS', 'UCOBANK.NS', 'MANAPPURAM.NS', 'BANKINDIA.NS', 'GRAVITA.NS', 'APARINDS.NS', 'GRSE.NS', 'FINCABLES.NS', 'MAHABANK.NS', 'PFC.NS', 'SONATSOFTW.NS', 'KPITTECH.NS', 'JSL.NS', 'JBMA.NS', 'FACT.NS', 'CGPOWER.NS', 'KARURVYSYA.NS', 'J&KBANK.NS', 'IOB.NS', 'GODFRYPHLP.NS', 'VBL.NS', 'HINDZINC.NS', 'PGEL.NS', 'RKFORGE.NS', 'IIFL.NS', 'UNIONBANK.NS', 'JWL.NS']",10.38,10.34,3929238.47
2023-04-30,2023-05-31,"['SARDAEN.NS', 'KIRLOSENG.NS', 'PERSISTENT.NS', 'ZENTEC.NS', 'GVT&D.NS', 'JINDALSAW.NS', 'BALRAMCHIN.NS', 'OIL.NS', 'NCC.NS', 'ONGC.NS', 'GPPL.NS', 'RECLTD.NS', 'ACE.NS', 'M&MFIN.NS', 'TITAGARH.NS', 'RVNL.NS', 'TECHNOE.NS', 'NEULANDLAB.NS', 'CENTRALBK.NS', 'IRCON.NS', 'ABCAPITAL.NS', 'MINDACORP.NS', 'TRITURBINE.NS', 'USHAMART.NS', 'UCOBANK.NS', 'LINDEINDIA.NS', 'CHENNPETRO.NS', 'BANKINDIA.NS', 'HUDCO.NS', 'APARINDS.NS', 'GRAVITA.NS', 'FINCABLES.NS', 'MAHABANK.NS', 'PFC.NS', 'SONATSOFTW.NS', 'KPITTECH.NS', 'JSL.NS', 'JBMA.NS', 'FACT.NS', 'J&KBANK.NS', 'IOB.NS', 'GPIL.NS', 'VBL.NS', 'PGEL.NS', 'HINDZINC.NS', 'NEWGEN.NS', 'RAYMOND.NS', 'RKFORGE.NS', 'UNIONBANK.NS', 'JWL.NS']",6.57,6.52,4185498.35
2023-05-31,2023-06-30,"['SCHNEIDER.NS', 'CERA.NS', 'ANANTRAJ.NS', 'OLECTRA.NS', 'ZENTEC.NS', 'GVT&D.NS', 'JINDALSAW.NS', 'ZENSARTECH.NS', 'POLYCAB.NS', 'NCC.NS', 'AUROPHARMA.NS', 'KIRLOSBROS.NS', 'RECLTD.NS', 'ACE.NS', 'M&MFIN.NS', 'TITAGARH.NS', 'ABB.NS', 'RVNL.NS', 'NEULANDLAB.NS', 'CRISIL.NS', 'IRCON.NS', 'MINDACORP.NS', 'TRITURBINE.NS', 'PNBHOUSING.NS', 'USHAMART.NS', 'CHOLAHLDNG.NS', 'CARBORUNIV.NS', 'UCOBANK.NS', 'CHENNPETRO.NS', 'CHOLAFIN.NS', 'GRAVITA.NS', 'APARINDS.NS', 'FINCABLES.NS', 'PFC.NS', 'SONATSOFTW.NS', 'KPITTECH.NS', 'JSL.NS', 'JBMA.NS', 'FACT.NS', 'CGPOWER.NS', 'TARIL.NS', 'ITC.NS', 'PGEL.NS', 'VBL.NS', 'NEWGEN.NS', 'RAMCOCEM.NS', 'RKFORGE.NS', 'NAVA.NS', 'ENGINERSIN.NS', 'JWL.NS']",11.33,11.25,4656419.31
2023-06-30,2023-07-31,"['SARDAEN.NS', 'SCHNEIDER.NS', 'TANLA.NS', 'CERA.NS', 'ANANTRAJ.NS', 'OLECTRA.NS', 'ZENTEC.NS', 'GVT&D.NS', 'JINDALSAW.NS', 'ZENSARTECH.NS', 'NCC.NS', 'AUROPHARMA.NS', 'CANFINHOME.NS', 'KIRLOSBROS.NS', 'KEI.NS', 'RECLTD.NS', 'ACE.NS', 'M&MFIN.NS', 'TITAGARH.NS', 'ABB.NS', 'CUMMINSIND.NS', 'RVNL.NS', 'NEULANDLAB.NS', 'INTELLECT.NS', 'HEG.NS', 'IRCON.NS', 'TRITURBINE.NS', 'CHOLAHLDNG.NS', 'USHAMART.NS', 'SUZLON.NS', 'CHENNPETRO.NS', 'CHOLAFIN.NS', 'APARINDS.NS', 'FINCABLES.NS', 'MAHSEAMLES.NS', 'PFC.NS', 'INOXWIND.NS', 'SONATSOFTW.NS', 'KPITTECH.NS', 'JBMA.NS', 'TARIL.NS', 'HAL.NS', 'GPIL.NS', 'ELECON.NS', 'LTF.NS', 'TATAMOTORS.NS', 'NEWGEN.NS', 'RKFORGE.NS', 'ENGINERSIN.NS', 'JWL.NS']",15.27,15.21,5364784.38
2023-07-31,2023-08-31,"['SARDAEN.NS', 'TANLA.NS', 'JYOTHYLAB.NS', 'ANANTRAJ.NS', 'OLECTRA.NS', 'ZENTEC.NS', 'CEATLTD.NS', 'GVT&D.NS', 'JINDALSAW.NS', 'ZENSARTECH.NS', 'POLYCAB.NS', 'NCC.NS', 'AUROPHARMA.NS', 'WELSPUNLIV.NS', 'KIRLOSBROS.NS', 'RECLTD.NS', 'ACE.NS', 'WELCORP.NS', 'JKTYRE.NS', 'TITAGARH.NS', 'ABB.NS', 'RVNL.NS', 'NEULANDLAB.NS', 'HEG.NS', 'IRCON.NS', 'USHAMART.NS', 'CHOLAHLDNG.NS', 'SUZLON.NS', 'CHENNPETRO.NS', 'CHOLAFIN.NS', 'APARINDS.NS', 'FINCABLES.NS', 'MAHSEAMLES.NS', 'PFC.NS', 'INOXWIND.NS', 'SONATSOFTW.NS', 'JSL.NS', 'JBMA.NS', 'FACT.NS', 'NATCOPHARM.NS', 'SJVN.NS', 'HAL.NS', 'ELECON.NS', 'NEWGEN.NS', 'CREDITACC.NS', 'RKFORGE.NS', 'NAVA.NS', 'ENGINERSIN.NS', 'JWL.NS', 'BSE.NS']",9.75,9.7,5885000.22
2023-08-31,2023-09-30,"['SARDAEN.NS', 'SCHNEIDER.NS', 'JYOTHYLAB.NS', 'ANANTRAJ.NS', 'OLECTRA.NS', 'ZENTEC.NS', 'RPOWER.NS', 'GVT&D.NS', 'JINDALSAW.NS', 'COCHINSHIP.NS', 'ZENSARTECH.NS', 'DBREALTY.NS', 'BSOFT.NS', 'ADANIGREEN.NS', 'NCC.NS', 'WELSPUNLIV.NS', 'KIRLOSBROS.NS', 'RECLTD.NS', 'ACE.NS', 'JKTYRE.NS', 'TITAGARH.NS', 'MRPL.NS', 'RVNL.NS', 'NEULANDLAB.NS', 'IRCON.NS', 'USHAMART.NS', 'GMDCLTD.NS', 'SUZLON.NS', 'CHENNPETRO.NS', 'APARINDS.NS', 'GRSE.NS', 'ADANIPOWER.NS', 'PFC.NS', 'INOXWIND.NS', 'JBMA.NS', 'FACT.NS', 'SJVN.NS', 'SAMMAANCAP.NS', 'TARIL.NS', 'BLS.NS', 'J&KBANK.NS', 'HSCL.NS', 'ELECON.NS', 'NEWGEN.NS', 'RKFORGE.NS', 'NAVA.NS', 'ENGINERSIN.NS', 'JWL.NS', 'BEML.NS', 'BSE.NS']",5.62,5.55,6211722.09
2023-09-30,2023-10-31,"['SARDAEN.NS', 'SCHNEIDER.NS', 'TANLA.NS', 'JYOTHYLAB.NS', 'OLECTRA.NS', 'ZENTEC.NS', 'RPOWER.NS', 'GVT&D.NS', 'JINDALSAW.NS', 'COCHINSHIP.NS', 'DBREALTY.NS', 'KIRLOSBROS.NS', 'RECLTD.NS', 'MMTC.NS', 'WELCORP.NS', 'TITAGARH.NS', 'RVNL.NS', 'NEULANDLAB.NS', 'CENTRALBK.NS', 'IRCON.NS', 'CHOLAHLDNG.NS', 'GMDCLTD.NS', 'SUZLON.NS', 'CHENNPETRO.NS', 'HUDCO.NS', 'APARINDS.NS', 'GRAPHITE.NS', 'MAHABANK.NS', 'ADANIPOWER.NS', 'PFC.NS', 'INOXWIND.NS', 'IFCI.NS', 'JBMA.NS', 'FACT.NS', 'SJVN.NS', 'SAMMAANCAP.NS', 'ITI.NS', 'TARIL.NS', 'J&KBANK.NS', 'IOB.NS', 'TATAINVEST.NS', 'HSCL.NS', 'ELECON.NS', 'IDEA.NS', 'NEWGEN.NS', 'RKFORGE.NS', 'NAVA.NS', 'ENGINERSIN.NS', 'JWL.NS', 'BSE.NS']",0.28,0.22,6225693.8
2023-10-31,2023-11-30,"['SARDAEN.NS', 'SCHNEIDER.NS', 'NAM-INDIA.NS', 'JYOTHYLAB.NS', 'ANANTRAJ.NS', 'OLECTRA.NS', 'ZENTEC.NS', 'GVT&D.NS', 'JINDALSAW.NS', 'COCHINSHIP.NS', 'DIXON.NS', 'ZENSARTECH.NS', 'DBREALTY.NS', 'BSOFT.NS', 'WELSPUNLIV.NS', 'KIRLOSBROS.NS', 'RECLTD.NS', 'ACE.NS', 'MMTC.NS', 'WELCORP.NS', 'JKTYRE.NS', 'TITAGARH.NS', 'MCX.NS', 'NEULANDLAB.NS', 'IRCON.NS', 'MOTILALOFS.NS', 'CHOLAHLDNG.NS', 'GMDCLTD.NS', 'SUZLON.NS', 'CHENNPETRO.NS', 'GRAVITA.NS', 'APARINDS.NS', 'PFC.NS', 'INOXWIND.NS', 'IFCI.NS', 'FACT.NS', 'SJVN.NS', 'ITI.NS', 'TARIL.NS', 'J&KBANK.NS', 'GPIL.NS', 'HSCL.NS', 'ELECON.NS', 'IDEA.NS', 'NEWGEN.NS', 'SWANENERGY.NS', 'RKFORGE.NS', 'NAVA.NS', 'JWL.NS', 'BSE.NS']",14.12,14.07,7101732.69
2023-11-30,2023-12-31,"['SARDAEN.NS', 'JYOTHYLAB.NS', 'ZENTEC.NS', 'GVT&D.NS', 'COCHINSHIP.NS', 'JINDALSAW.NS', 'DBREALTY.NS', 'NLCINDIA.NS', 'BSOFT.NS', 'WOCKPHARMA.NS', 'RECLTD.NS', 'WELCORP.NS', 'RTNINDIA.NS', 'JKTYRE.NS', 'TITAGARH.NS', 'MCX.NS', 'MRPL.NS', 'CDSL.NS', 'TECHNOE.NS', 'NEULANDLAB.NS', 'PCBL.NS', 'IRCON.NS', 'MOTILALOFS.NS', 'GMDCLTD.NS', 'SUZLON.NS', 'CHENNPETRO.NS', 'NIACL.NS', 'GRAVITA.NS', 'APARINDS.NS', 'GRSE.NS', 'MAHSEAMLES.NS', 'PFC.NS', 'JPPOWER.NS', 'INOXWIND.NS', 'IFCI.NS', 'FACT.NS', 'SJVN.NS', 'ITI.NS', 'TARIL.NS', 'J&KBANK.NS', 'TATAINVEST.NS', 'HSCL.NS', 'GPIL.NS', 'IDEA.NS', 'NEWGEN.NS', 'BHEL.NS', 'RKFORGE.NS', 'PRESTIGE.NS', 'JWL.NS', 'BSE.NS']",7.91,7.85,7659448.97
2023-12-31,2024-01-31,"['JYOTHYLAB.NS', 'ZENTEC.NS', 'GVT&D.NS', 'COCHINSHIP.NS', 'DBREALTY.NS', 'NLCINDIA.NS', 'BSOFT.NS', 'SOBHA.NS', 'WOCKPHARMA.NS', 'RECLTD.NS', 'MMTC.NS', 'WELCORP.NS', 'NMDC.NS', 'RTNINDIA.NS', 'MCX.NS', 'TITAGARH.NS', 'CESC.NS', 'TECHNOE.NS', 'NEULANDLAB.NS', 'IRCON.NS', 'GMRAIRPORT.NS', 'PNB.NS', 'GMDCLTD.NS', 'SUZLON.NS', 'CHENNPETRO.NS', 'HUDCO.NS', 'SWANENERGY.NS', 'NIACL.NS', 'GRAVITA.NS', 'MAHSEAMLES.NS', 'ADANIPOWER.NS', 'PFC.NS', 'INOXWIND.NS', 'JPPOWER.NS', 'IFCI.NS', 'FACT.NS', 'SJVN.NS', 'ITI.NS', 'TARIL.NS', 'J&KBANK.NS', 'TATAINVEST.NS', 'HSCL.NS', 'IDEA.NS', 'HINDCOPPER.NS', 'NEWGEN.NS', 'BHEL.NS', 'NBCC.NS', 'PRESTIGE.NS', 'JWL.NS', 'BSE.NS']",19.3,19.26,9134632.3
2024-01-31,2024-02-29,"['GVT&D.NS', 'COCHINSHIP.NS', 'NETWORK18.NS', 'DBREALTY.NS', 'NLCINDIA.NS', 'BSOFT.NS', 'SOBHA.NS', 'WOCKPHARMA.NS', 'RECLTD.NS', 'MMTC.NS', 'NMDC.NS', 'RTNINDIA.NS', 'JKTYRE.NS', 'MRPL.NS', 'MCX.NS', 'RVNL.NS', 'CENTRALBK.NS', 'GODREJIND.NS', 'PCBL.NS', 'IRCON.NS', 'GMDCLTD.NS', 'SUZLON.NS', 'CHENNPETRO.NS', 'ALOKINDS.NS', 'HUDCO.NS', 'NIACL.NS', 'MAHSEAMLES.NS', 'ADANIPOWER.NS', 'COALINDIA.NS', 'IRB.NS', 'JPPOWER.NS', 'INOXWIND.NS', 'PFC.NS', 'SCI.NS', 'IFCI.NS', 'GICRE.NS', 'SJVN.NS', 'ITI.NS', 'TARIL.NS', 'J&KBANK.NS', 'TATAINVEST.NS', 'HSCL.NS', 'NBCC.NS', 'SWANENERGY.NS', 'BHEL.NS', 'HINDCOPPER.NS', 'NEWGEN.NS', 'PRESTIGE.NS', 'JWL.NS', 'BSE.NS']",0.58,0.53,9183191.21
2024-02-29,2024-03-31,"['SCHNEIDER.NS', 'OFSS.NS', 'KIRLOSENG.NS', 'GVT&D.NS', 'COCHINSHIP.NS', 'OIL.NS', 'ADANIGREEN.NS', 'SOBHA.NS', 'IOC.NS', 'WOCKPHARMA.NS', 'RECLTD.NS', 'MMTC.NS', 'NMDC.NS', 'DLF.NS', 'JKTYRE.NS', 'MRPL.NS', 'MCX.NS', 'RVNL.NS', 'NEULANDLAB.NS', 'CENTRALBK.NS', 'IRCON.NS', 'PNB.NS', 'UCOBANK.NS', 'SUZLON.NS', 'CHENNPETRO.NS', 'HUDCO.NS', 'NIACL.NS', 'NHPC.NS', 'COALINDIA.NS', 'IRB.NS', 'INOXWIND.NS', 'JPPOWER.NS', 'PFC.NS', 'SCI.NS', 'TRENT.NS', 'IFCI.NS', 'GICRE.NS', 'SJVN.NS', 'ITI.NS', 'TARIL.NS', 'BPCL.NS', 'IOB.NS', 'TATAINVEST.NS', 'NBCC.NS', 'SWANENERGY.NS', 'HINDPETRO.NS', 'NEWGEN.NS', 'BHEL.NS', 'PRESTIGE.NS', 'BSE.NS']",-3.96,-4.02,8813665.21
2024-03-31,2024-04-30,"['SCHNEIDER.NS', 'OFSS.NS', 'SOLARINDS.NS', 'GVT&D.NS', 'COCHINSHIP.NS', 'BDL.NS', 'NLCINDIA.NS', 'OIL.NS', 'ADANIGREEN.NS', 'SOBHA.NS', 'IOC.NS', 'WOCKPHARMA.NS', 'GPPL.NS', 'RECLTD.NS', 'ACE.NS', 'DLF.NS', 'MRPL.NS', 'BAJAJ-AUTO.NS', 'CUMMINSIND.NS', 'TORNTPOWER.NS', 'MCX.NS', 'NEULANDLAB.NS', 'PCBL.NS', 'EIHOTEL.NS', 'CHENNPETRO.NS', 'HUDCO.NS', 'NIACL.NS', 'ZYDUSLIFE.NS', 'NHPC.NS', 'IRB.NS', 'INOXWIND.NS', 'PFC.NS', 'TRENT.NS', 'IFCI.NS', 'NATIONALUM.NS', 'BRIGADE.NS', 'SJVN.NS', 'TARIL.NS', 'BPCL.NS', 'ADANIPORTS.NS', 'HAL.NS', 'TATAINVEST.NS', 'NBCC.NS', 'SWANENERGY.NS', 'HINDPETRO.NS', 'BHEL.NS', 'NEWGEN.NS', 'HINDCOPPER.NS', 'PRESTIGE.NS', 'BSE.NS']",11.59,11.53,9829778.7
2024-04-30,2024-05-31,"['SCHNEIDER.NS', 'OFSS.NS', 'KIRLOSENG.NS', 'GVT&D.NS', 'ABREL.NS', 'COCHINSHIP.NS', 'BDL.NS', 'GAIL.NS', 'NLCINDIA.NS', 'OIL.NS', 'ADANIGREEN.NS', 'SOBHA.NS', 'IOC.NS', 'WOCKPHARMA.NS', 'ACE.NS', 'MRPL.NS', 'CUMMINSIND.NS', 'TORNTPOWER.NS', 'RVNL.NS', 'TECHNOE.NS', 'NEULANDLAB.NS', 'IRCON.NS', 'PNB.NS', 'PRESTIGE.NS', 'SWSOLAR.NS', 'EIHOTEL.NS', 'HUDCO.NS', 'TATAPOWER.NS', 'VEDL.NS', 'NHPC.NS', 'EXIDEIND.NS', 'IRB.NS', 'INOXWIND.NS', 'JPPOWER.NS', 'SAIL.NS', 'PFC.NS', 'TRENT.NS', 'IFCI.NS', 'NATIONALUM.NS', 'SJVN.NS', 'TARIL.NS', 'BPCL.NS', 'HAL.NS', 'TATAINVEST.NS', 'INDUSTOWER.NS', 'HINDCOPPER.NS', 'BHEL.NS', 'NBCC.NS', 'HINDPETRO.NS', 'ENGINERSIN.NS']",6.33,6.27,10446070.86
2024-05-31,2024-06-30,"['SCHNEIDER.NS', 'OFSS.NS', 'KIRLOSENG.NS', 'GVT&D.NS', 'COCHINSHIP.NS', 'DIXON.NS', 'BDL.NS', 'OIL.NS', 'ADANIGREEN.NS', 'SOBHA.NS', 'NCC.NS', 'KIRLOSBROS.NS', 'ACE.NS', 'BEL.NS', 'ABB.NS', 'CUMMINSIND.NS', 'MRPL.NS', 'RVNL.NS', 'TECHNOE.NS', 'PNB.NS', 'SWSOLAR.NS', 'EIHOTEL.NS', 'ENGINERSIN.NS', 'HUDCO.NS', 'VEDL.NS', 'NHPC.NS', 'ADANIPOWER.NS', 'EXIDEIND.NS', 'IRB.NS', 'INOXWIND.NS', 'SCI.NS', 'SAIL.NS', 'IFCI.NS', 'NATIONALUM.NS', 'SIEMENS.NS', 'JBMA.NS', 'SJVN.NS', 'TARIL.NS', 'ADANIPORTS.NS', 'HAL.NS', 'INDUSTOWER.NS', 'IOB.NS', 'GODFRYPHLP.NS', 'HINDZINC.NS', 'HINDCOPPER.NS', 'NBCC.NS', 'BHEL.NS', 'THERMAX.NS', 'JWL.NS', 'BEML.NS']",4.96,4.89,10957388.5
2024-06-30,2024-07-31,"['SCHNEIDER.NS', 'OFSS.NS', 'KIRLOSENG.NS', 'PHOENIXLTD.NS', 'GVT&D.NS', 'ABREL.NS', 'COCHINSHIP.NS', 'DIXON.NS', 'BDL.NS', 'OIL.NS', 'SOBHA.NS', 'NCC.NS', 'KIRLOSBROS.NS', 'WOCKPHARMA.NS', 'ACE.NS', 'BEL.NS', 'CUMMINSIND.NS', 'ABB.NS', 'TITAGARH.NS', 'TORNTPOWER.NS', 'MRPL.NS', 'RVNL.NS', 'TECHNOE.NS', 'GODREJPROP.NS', 'M&M.NS', 'PRESTIGE.NS', 'SWSOLAR.NS', 'EIHOTEL.NS', 'TEJASNET.NS', 'HUDCO.NS', 'MOTHERSON.NS', 'GRSE.NS', 'VEDL.NS', 'BLUESTARCO.NS', 'EXIDEIND.NS', 'BASF.NS', 'TRENT.NS', 'IFCI.NS', 'SIEMENS.NS', 'TARIL.NS', 'JSWENERGY.NS', 'HAL.NS', 'INDUSTOWER.NS', 'GODFRYPHLP.NS', 'HINDZINC.NS', 'NBCC.NS', 'RAYMOND.NS', 'NAVA.NS', 'THERMAX.NS', 'JWL.NS']",4.38,4.31,11429753.62
2024-07-31,2024-08-31,"['SCHNEIDER.NS', 'OFSS.NS', 'ANANTRAJ.NS', 'KIRLOSENG.NS', 'ZENTEC.NS', 'SOLARINDS.NS', 'GVT&D.NS', 'ABREL.NS', 'COCHINSHIP.NS', 'DIXON.NS', 'THERMAX.NS', 'WHIRLPOOL.NS', 'VGUARD.NS', 'BDL.NS', 'POLYCAB.NS', 'OIL.NS', 'NCC.NS', 'KIRLOSBROS.NS', 'WOCKPHARMA.NS', 'BEL.NS', 'CUMMINSIND.NS', 'ABB.NS', 'TORNTPOWER.NS', 'RVNL.NS', 'TECHNOE.NS', 'M&M.NS', 'TRITURBINE.NS', 'TEJASNET.NS', '360ONE.NS', 'HUDCO.NS', 'GRAVITA.NS', 'GRSE.NS', 'MOTHERSON.NS', 'VEDL.NS', 'ZYDUSLIFE.NS', 'COROMANDEL.NS', 'BASF.NS', 'TRENT.NS', 'SIEMENS.NS', 'NATCOPHARM.NS', 'CGPOWER.NS', 'TARIL.NS', 'HAL.NS', 'INDUSTOWER.NS', 'GODFRYPHLP.NS', 'PGEL.NS', 'HINDZINC.NS', 'EMAMILTD.NS', 'NAVA.NS', 'SAREGAMA.NS']",1.65,1.59,11611552.49
2024-08-31,2024-09-30,"['SARDAEN.NS', 'UNOMINDA.NS', 'ANANTRAJ.NS', 'ZENTEC.NS', 'SOLARINDS.NS', 'GVT&D.NS', 'WHIRLPOOL.NS', 'COCHINSHIP.NS', 'DIXON.NS', 'ABREL.NS', 'BALRAMCHIN.NS', 'PRAJIND.NS', 'OIL.NS', 'ERIS.NS', 'INDIACEM.NS', 'KIRLOSBROS.NS', 'WOCKPHARMA.NS', 'TORNTPOWER.NS', 'RVNL.NS', 'TECHNOE.NS', 'NEULANDLAB.NS', 'PCBL.NS', 'MOTILALOFS.NS', 'SUZLON.NS', 'TEJASNET.NS', 'COROMANDEL.NS', 'MOTHERSON.NS', 'GRAVITA.NS', 'GRSE.NS', 'VEDL.NS', 'FINCABLES.NS', 'BASF.NS', 'CROMPTON.NS', 'TRENT.NS', 'IFCI.NS', 'DEEPAKFERT.NS', 'VOLTAS.NS', 'NATCOPHARM.NS', 'CGPOWER.NS', 'TARIL.NS', 'GRANULES.NS', 'ASHOKLEY.NS', 'INDUSTOWER.NS', 'GODFRYPHLP.NS', 'PGEL.NS', 'HINDZINC.NS', 'EMAMILTD.NS', 'NAVA.NS', 'PRESTIGE.NS', 'JWL.NS']",1.31,1.23,11754619.6
2024-09-30,2024-10-31,"['SARDAEN.NS', 'BBTC.NS', 'ANANTRAJ.NS', 'ZENTEC.NS', 'RPOWER.NS', 'GVT&D.NS', 'WHIRLPOOL.NS', 'COCHINSHIP.NS', 'DIXON.NS', 'ABREL.NS', 'JINDALSAW.NS', 'BALRAMCHIN.NS', 'INDIACEM.NS', 'KIRLOSBROS.NS', 'WOCKPHARMA.NS', 'MCX.NS', 'CDSL.NS', 'CESC.NS', 'RVNL.NS', 'TECHNOE.NS', 'NEULANDLAB.NS', 'HFCL.NS', 'PCBL.NS', 'MOTILALOFS.NS', 'M&M.NS', 'CHOLAHLDNG.NS', 'SUZLON.NS', 'TEJASNET.NS', 'MOTHERSON.NS', 'GRAVITA.NS', 'GRSE.NS', 'VEDL.NS', 'BLUESTARCO.NS', 'EXIDEIND.NS', 'BASF.NS', 'INOXWIND.NS', 'TRENT.NS', 'IFCI.NS', 'DEEPAKFERT.NS', 'VOLTAS.NS', 'HSCL.NS', 'GODFRYPHLP.NS', 'PGEL.NS', 'HINDZINC.NS', 'ABFRL.NS', 'JMFINANCIL.NS', 'EMAMILTD.NS', 'NEWGEN.NS', 'NAVA.NS', 'SAREGAMA.NS']",-3.97,-4.04,11279510.16
2024-10-31,2024-11-30,"['SARDAEN.NS', 'BBTC.NS', 'ASTRAZEN.NS', 'OFSS.NS', 'ANANTRAJ.NS', 'PERSISTENT.NS', 'ZENTEC.NS', 'RPOWER.NS', 'GVT&D.NS', 'DIXON.NS', 'SUMICHEM.NS', 'BALRAMCHIN.NS', 'CAPLIPOINT.NS', 'ERIS.NS', 'INDIACEM.NS', 'WOCKPHARMA.NS', 'KIRLOSBROS.NS', 'MCX.NS', 'CDSL.NS', 'RVNL.NS', 'TECHNOE.NS', 'NEULANDLAB.NS', 'PCBL.NS', 'MOTILALOFS.NS', 'DIVISLAB.NS', 'AMBER.NS', 'CHOLAHLDNG.NS', 'SUZLON.NS', 'FSL.NS', '360ONE.NS', 'MOTHERSON.NS', 'GRAVITA.NS', 'GRSE.NS', 'FORTIS.NS', 'BASF.NS', 'INOXWIND.NS', 'TRENT.NS', 'JSWHL.NS', 'DEEPAKFERT.NS', 'TARIL.NS', 'HSCL.NS', 'GODFRYPHLP.NS', 'PGEL.NS', 'GILLETTE.NS', 'JMFINANCIL.NS', 'EMAMILTD.NS', 'NAVA.NS', 'POLYMED.NS', 'COFORGE.NS', 'BSE.NS']",1.42,1.36,11432489.79
2024-11-30,2024-12-31,"['RADICO.NS', 'SARDAEN.NS', 'BBTC.NS', 'KEC.NS', 'TECHM.NS', 'OFSS.NS', 'ANANTRAJ.NS', 'PERSISTENT.NS', 'ZENTEC.NS', 'POLYMED.NS', 'RPOWER.NS', 'DIXON.NS', 'ECLERX.NS', 'BALRAMCHIN.NS', 'PRAJIND.NS', 'CAPLIPOINT.NS', 'ERIS.NS', 'INDIACEM.NS', 'WOCKPHARMA.NS', 'INDHOTEL.NS', 'WELCORP.NS', 'MCX.NS', 'CDSL.NS', 'NEULANDLAB.NS', 'PCBL.NS', 'MOTILALOFS.NS', 'DIVISLAB.NS', 'AMBER.NS', 'HCLTECH.NS', 'CHOLAHLDNG.NS', '360ONE.NS', 'GRAVITA.NS', 'GODREJAGRO.NS', 'NAUKRI.NS', 'AFFLE.NS', 'PEL.NS', 'TRENT.NS', 'JSWHL.NS', 'DEEPAKFERT.NS', 'FACT.NS', 'TARIL.NS', 'HSCL.NS', 'GODFRYPHLP.NS', 'PGEL.NS', 'JMFINANCIL.NS', 'RKFORGE.NS', 'NAVA.NS', 'FSL.NS', 'COFORGE.NS', 'BSE.NS']",4.28,4.22,11914872.0
2024-12-31,2025-01-31,"['RADICO.NS', 'SARDAEN.NS', 'KEC.NS', 'FLUOROCHEM.NS', 'ANANTRAJ.NS', 'PERSISTENT.NS', 'ZENTEC.NS', 'POLYMED.NS', 'RPOWER.NS', 'DIXON.NS', 'ECLERX.NS', 'LUPIN.NS', 'CAPLIPOINT.NS', 'ERIS.NS', 'OBEROIRLTY.NS', 'BAJAJHLDNG.NS', 'WOCKPHARMA.NS', 'INDHOTEL.NS', 'WELCORP.NS', 'MCX.NS', 'CDSL.NS', 'LAURUSLABS.NS', 'NEULANDLAB.NS', 'CRISIL.NS', 'PCBL.NS', 'GODREJIND.NS', 'MOTILALOFS.NS', 'DIVISLAB.NS', 'AMBER.NS', 'HCLTECH.NS', 'BLUESTARCO.NS', 'GRAVITA.NS', 'FORTIS.NS', 'AFFLE.NS', 'TRENT.NS', 'JSWHL.NS', 'DEEPAKFERT.NS', 'TARIL.NS', 'BLS.NS', 'HSCL.NS', 'PGEL.NS', 'ASTERDM.NS', 'GILLETTE.NS', 'NEWGEN.NS', 'JMFINANCIL.NS', 'IPCALAB.NS', 'NAVA.NS', 'FSL.NS', 'COFORGE.NS', 'BSE.NS']",-13.1,-13.16,10346823.77
